0	0	3	3
0	1	3	20.9728
0	2	3	0
0	3	3	30.2878
0	4	3	0
0	5	3	0
0	6	3	11.6427
0	7	3	27.2825
0	8	3	0
0	9	3	0
0	10	3	28.5
0	11	3	29.6214
0	12	3	0
0	13	3	33.6629
0	14	3	0
0	15	3	0
0	16	3	0
0	17	3	25.1087
0	18	3	23.1711
0	19	3	0
0	20	3	28.427
0	21	3	22.3166
0	22	3	23.5394
0	23	3	23.6343
0	24	3	25.227
0	25	3	27.0084
0	26	3	0
0	27	3	0
0	28	3	0
0	29	3	21.2259
0	30	3	0
0	31	3	0
0	32	3	22.5858
0	33	3	0
0	34	3	22.1842
0	35	3	20.976
0	36	3	17.9521
0	37	3	0
0	38	3	0
0	39	3	0
0	40	3	0
0	41	3	0
0	42	3	12.6514
0	43	3	0
0	44	3	0
0	45	3	0
0	46	3	0
0	47	3	0
0	48	3	3.00012
0	49	3	15.234
0	50	3	0
0	51	3	0
0	52	3	0
0	53	3	0
0	54	3	0
0	55	3	0
0	56	3	0
0	57	3	0
0	58	3	0
0	59	3	22.2217
0	60	3	0
0	61	3	0
0	62	3	0
0	63	3	0
0	64	3	0
0	65	3	0
0	66	3	0
0	67	3	0
0	68	3	0
0	69	3	0
0	70	3	0
0	71	3	0
0	72	3	0
0	73	3	0
0	74	3	0
0	75	3	0
0	76	3	0
0	77	3	0
0	78	3	0
0	79	3	0
0	80	3	18.8324
0	81	3	0
0	82	3	0
0	83	3	19.3961
0	84	3	0
0	85	3	0
0	86	3	0
0	87	3	0
0	88	3	0
0	89	3	0
0	90	3	0
0	91	3	0
0	92	3	0
0	93	3	0
0	94	3	0
0	95	3	0
1	0	3	3
1	1	3	3
1	2	3	3.00021
1	3	3	34.9416
1	4	3	36.6514
1	5	3	0
1	6	3	3
1	7	3	24.6862
1	8	3	0
1	9	3	0
1	10	3	18.2101
1	11	3	32.9424
1	12	3	0
1	13	3	38.7292
1	14	3	26.7933
1	15	3	23.6605
1	16	3	23.6325
1	17	3	32.9144
1	18	3	34.9765
1	19	3	0
1	20	3	31.9966
1	21	3	32.0816
1	22	3	23.4163
1	23	3	27.3067
1	24	3	20.5538
1	25	3	28.5142
1	26	3	23.3583
1	27	3	15.4723
1	28	3	3
1	29	3	17.401
1	30	3	3
1	31	3	3.00002
1	32	3	26.5768
1	33	3	3
1	34	3	21.718
1	35	3	26.6107
1	36	3	11.0279
1	37	3	0
1	38	3	0
1	39	3	0
1	40	3	0
1	41	3	0
1	42	3	3
1	43	3	3
1	44	3	0
1	45	3	0
1	46	3	0
1	47	3	0
1	48	3	3
1	49	3	3.00002
1	50	3	0
1	51	3	0
1	52	3	0
1	53	3	0
1	54	3	0
1	55	3	0
1	56	3	0
1	57	3	0
1	58	3	0
1	59	3	21.7161
1	60	3	0
1	61	3	0
1	62	3	0
1	63	3	0
1	64	3	0
1	65	3	0
1	66	3	0
1	67	3	0
1	68	3	0
1	69	3	0
1	70	3	0
1	71	3	0
1	72	3	0
1	73	3	0
1	74	3	0
1	75	3	0
1	76	3	0
1	77	3	0
1	78	3	0
1	79	3	0
1	80	3	15.3381
1	81	3	0
1	82	3	19.9441
1	83	3	21.2482
1	84	3	9.15651
1	85	3	0
1	86	3	0
1	87	3	0
1	88	3	0
1	89	3	0
1	90	3	0
1	91	3	0
1	92	3	0
1	93	3	0
1	94	3	0
1	95	3	0
2	0	3	0
2	1	3	0
2	2	3	3
2	3	3	25.0356
2	4	3	29.2411
2	5	3	0
2	6	3	13.9237
2	7	3	0
2	8	3	3.13843
2	9	3	3.00146
2	10	3	27.9405
2	11	3	25.7621
2	12	3	0
2	13	3	29.2977
2	14	3	0
2	15	3	32.2883
2	16	3	0
2	17	3	21.0469
2	18	3	19.3418
2	19	3	0
2	20	3	25.2781
2	21	3	19.1073
2	22	3	21.6857
2	23	3	21.6062
2	24	3	24.3724
2	25	3	0
2	26	3	23.6599
2	27	3	0
2	28	3	0
2	29	3	0
2	30	3	0
2	31	3	0
2	32	3	20.8292
2	33	3	8.84734
2	34	3	21.5795
2	35	3	19.2011
2	36	3	18.3654
2	37	3	3.03006
2	38	3	16.9448
2	39	3	13.9186
2	40	3	3.23847
2	41	3	3.59298
2	42	3	17.1417
2	43	3	0
2	44	3	0
2	45	3	0
2	46	3	0
2	47	3	0
2	48	3	0
2	49	3	0
2	50	3	0
2	51	3	0
2	52	3	0
2	53	3	0
2	54	3	0
2	55	3	0
2	56	3	0
2	57	3	0
2	58	3	0
2	59	3	0
2	60	3	0
2	61	3	0
2	62	3	0
2	63	3	0
2	64	3	0
2	65	3	0
2	66	3	0
2	67	3	0
2	68	3	0
2	69	3	0
2	70	3	0
2	71	3	0
2	72	3	0
2	73	3	0
2	74	3	0
2	75	3	0
2	76	3	0
2	77	3	0
2	78	3	0
2	79	3	0
2	80	3	0
2	81	3	0
2	82	3	0
2	83	3	0
2	84	3	0
2	85	3	0
2	86	3	0
2	87	3	0
2	88	3	0
2	89	3	0
2	90	3	0
2	91	3	0
2	92	3	0
2	93	3	0
2	94	3	0
2	95	3	0
3	0	3	0
3	1	3	0
3	2	3	3.00041
3	3	3	3
3	4	3	3
3	5	3	0
3	6	3	3
3	7	3	3
3	8	3	3
3	9	3	0
3	10	3	3
3	11	3	3
3	12	3	3
3	13	3	3
3	14	3	3
3	15	3	3
3	16	3	3
3	17	3	3
3	18	3	3
3	19	3	0
3	20	3	3
3	21	3	3
3	22	3	3
3	23	3	3
3	24	3	3
3	25	3	3
3	26	3	3
